#gene_id	#GO_term	#Description
default-0_rep_c41753|m.28731	GO:0046961	proton-transporting ATPase activity, rotational mechanism
default-0_rep_c41753|m.28731	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_rep_c50949|m.35191	GO:0004129	cytochrome-c oxidase activity
default-0_rep_c79296|m.53316	GO:0005524	ATP binding
default-0_rep_c79296|m.53316	GO:0004672	protein kinase activity
default-0_rep_c55237|m.37957	GO:0019205	nucleobase-containing compound kinase activity
default-0_rep_c55237|m.37957	GO:0004127	cytidylate kinase activity
default-0_rep_c55237|m.37957	GO:0009041	uridylate kinase activity
default-0_rep_c55237|m.37957	GO:0005524	ATP binding
default-0_rep_c55129|m.37869	GO:0051082	unfolded protein binding
default-0_rep_c55129|m.37869	GO:0005524	ATP binding
default-0_rep_c6477|m.5619	GO:0004175	endopeptidase activity
default-0_rep_c6477|m.5619	GO:0004298	threonine-type endopeptidase activity
default-0_c9093|m.7690	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c40266|m.27870	GO:0003735	structural constituent of ribosome
default-0_rep_c47191|m.32703	GO:0003735	structural constituent of ribosome
default-0_rep_c64035|m.43539	GO:0004801	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
default-0_rep_c64035|m.43539	GO:0003824	catalytic activity
default-0_c35754|m.25301	GO:0009055	electron carrier activity
default-0_rep_c68911|m.46187	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c68911|m.46187	GO:0008270	zinc ion binding
default-0_rep_c62094|m.42405	GO:0046872	metal ion binding
default-0_rep_c62094|m.42405	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_c108042|m.66980	GO:0004674	protein serine/threonine kinase activity
default-0_c108042|m.66980	GO:0005524	ATP binding
default-0_rep_c32192|m.23435	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
default-0_rep_c32192|m.23435	GO:0009055	electron carrier activity
default-0_rep_c32192|m.23435	GO:0016491	oxidoreductase activity
default-0_rep_c109556|m.67934	GO:0004602	glutathione peroxidase activity
default-0_rep_c61074|m.41778	GO:0004185	serine-type carboxypeptidase activity
default-0_rep_c65667|m.44514	GO:0003735	structural constituent of ribosome
default-0_rep_c11441|m.9486	GO:0048038	quinone binding
default-0_rep_c11441|m.9486	GO:0005507	copper ion binding
default-0_rep_c11441|m.9486	GO:0008131	primary amine oxidase activity
default-0_c78037|m.52488	GO:0008270	zinc ion binding
default-0_c78037|m.52488	GO:0019789	SUMO transferase activity
default-0_rep_c60711|m.41583	GO:0003899	DNA-directed RNA polymerase activity
default-0_rep_c60711|m.41583	GO:0003676	nucleic acid binding
default-0_rep_c14910|m.12043	GO:0005524	ATP binding
default-0_rep_c14910|m.12043	GO:0004672	protein kinase activity
default-0_c25830|m.19753	GO:0005524	ATP binding
default-0_c25830|m.19753	GO:0004672	protein kinase activity
default-0_rep_c18810|m.14901	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
default-0_rep_c18810|m.14901	GO:0008270	zinc ion binding
default-0_rep_c64358|m.43748	GO:0003735	structural constituent of ribosome
default-0_rep_c106918|m.66210	GO:0008270	zinc ion binding
default-0_rep_c106918|m.66210	GO:0016491	oxidoreductase activity
default-0_rep_c98917|m.62728	GO:0005507	copper ion binding
default-0_rep_c56936|m.39138	GO:0004725	protein tyrosine phosphatase activity
default-0_rep_c56936|m.39138	GO:0016791	phosphatase activity
default-0_c114221|m.70371	GO:0005524	ATP binding
default-0_c114221|m.70371	GO:0004672	protein kinase activity
default-0_c115445|m.71037	GO:0008168	methyltransferase activity
default-0_c96441|m.61816	GO:0016790	thiolester hydrolase activity
default-0_dn_rep_c52199|m.35924	GO:0008289	lipid binding
default-0_c20027|m.15825	GO:0016491	oxidoreductase activity
default-0_c27235|m.20603	GO:0046983	protein dimerization activity
default-0_rep_c112161|m.69235	GO:0005524	ATP binding
default-0_rep_c57352|m.39399	GO:0003677	DNA binding
default-0_rep_c57352|m.39399	GO:0046982	protein heterodimerization activity
default-0_rep_c508|m.539	GO:0004014	adenosylmethionine decarboxylase activity
default-0_c48821|m.33810	GO:0005515	protein binding
default-0_rep_c49498|m.34285	GO:0030246	carbohydrate binding
default-0_c94470|m.60915	GO:0003824	catalytic activity
default-0_c12848|m.10525	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c26750|m.20344	GO:0003899	DNA-directed RNA polymerase activity
default-0_rep_c26750|m.20344	GO:0003677	DNA binding
default-0_rep_c35943|m.25386	GO:0003735	structural constituent of ribosome
default-0_rep_c48819|m.33808	GO:0005515	protein binding
default-0_c104715|m.65139	GO:0030246	carbohydrate binding
default-0_rep_c47779|m.33100	GO:0005515	protein binding
default-0_rep_c52261|m.35967	GO:0008565	protein transporter activity
default-0_rep_c113765|m.70072	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
default-0_dn_rep_c1049|m.937	GO:0003824	catalytic activity
default-0_dn_rep_c1049|m.937	GO:0004807	triose-phosphate isomerase activity
default-0_rep_c21505|m.16841	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c24791|m.19046	GO:0005515	protein binding
default-0_rep_c55845|m.38413	GO:0009055	electron carrier activity
default-0_rep_c67509|m.45515	GO:0005515	protein binding
default-0_c8525|m.7253	GO:0004568	chitinase activity
default-0_c8525|m.7253	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c75592|m.50927	GO:0046873	metal ion transmembrane transporter activity
default-0_c43803|m.30245	GO:0051287	NAD binding
default-0_c43803|m.30245	GO:0000287	magnesium ion binding
default-0_c43803|m.30245	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_rep_c10790|m.9013	GO:0003824	catalytic activity
default-0_rep_c10790|m.9013	GO:0004722	protein serine/threonine phosphatase activity
default-0_c34392|m.24609	GO:0046983	protein dimerization activity
default-0_c34392|m.24609	GO:0003676	nucleic acid binding
default-0_c36228|m.25571	GO:0009055	electron carrier activity
default-0_c86392|m.57267	GO:0016788	hydrolase activity, acting on ester bonds
default-0_rep_c48992|m.33942	GO:0046982	protein heterodimerization activity
default-0_rep_c48992|m.33942	GO:0003677	DNA binding
default-0_rep_c116679|m.71663	GO:0005509	calcium ion binding
default-0_rep_c2224|m.1938	GO:0005525	GTP binding
default-0_rep_c70917|m.47194	GO:0003824	catalytic activity
default-0_rep_c84736|m.56404	GO:0016491	oxidoreductase activity
default-0_rep_c18018|m.14319	GO:0003735	structural constituent of ribosome
default-0_rep_c18018|m.14319	GO:0019843	rRNA binding
default-0_c17841|m.14177	GO:0003824	catalytic activity
default-0_rep_c84359|m.56205	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
default-0_rep_c3989|m.3500	GO:0005524	ATP binding
default-0_c8712|m.7405	GO:0020037	heme binding
default-0_c45176|m.31310	GO:0008270	zinc ion binding
default-0_c45176|m.31310	GO:0016491	oxidoreductase activity
default-0_rep_c12183|m.10061	GO:0008270	zinc ion binding
default-0_rep_c12183|m.10061	GO:0003676	nucleic acid binding
default-0_rep_c12183|m.10061	GO:0003677	DNA binding
default-0_rep_c3179|m.2797	GO:0046872	metal ion binding
default-0_c28748|m.21483	GO:0008094	DNA-dependent ATPase activity
default-0_c28748|m.21483	GO:0003677	DNA binding
default-0_c28748|m.21483	GO:0003697	single-stranded DNA binding
default-0_c28748|m.21483	GO:0005524	ATP binding
default-0_c32065|m.23362	GO:0030246	carbohydrate binding
default-0_c32065|m.23362	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c81206|m.54483	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c11296|m.9383	GO:0004637	phosphoribosylamine-glycine ligase activity
default-0_rep_c68225|m.45843	GO:0003735	structural constituent of ribosome
default-0_rep_c25585|m.19602	GO:0004097	catechol oxidase activity
default-0_rep_c13182|m.10782	GO:0005524	ATP binding
default-0_rep_c34097|m.24452	GO:0003735	structural constituent of ribosome
default-0_rep_c5123|m.4519	GO:0050661	NADP binding
default-0_rep_c5123|m.4519	GO:0008883	glutamyl-tRNA reductase activity
default-0_rep_c73599|m.49472	GO:0045300	acyl-[acyl-carrier-protein] desaturase activity
default-0_rep_c73599|m.49472	GO:0016491	oxidoreductase activity
default-0_rep_c7834|m.6709	GO:0003735	structural constituent of ribosome
default-0_rep_c116848|m.71746	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c116848|m.71746	GO:0005525	GTP binding
default-0_c80807|m.54250	GO:0015095	magnesium ion transmembrane transporter activity
default-0_rep_c54593|m.37478	GO:0003735	structural constituent of ribosome
default-0_c71050|m.47311	GO:0016887	ATPase activity
default-0_c71050|m.47311	GO:0005524	ATP binding
default-0_rep_c1534|m.1321	GO:0009055	electron carrier activity
default-0_rep_c49827|m.34506	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c4948|m.4370	GO:0051536	iron-sulfur cluster binding
default-0_dn_rep_c4948|m.4370	GO:0051537	2 iron, 2 sulfur cluster binding
default-0_dn_rep_c4948|m.4370	GO:0009055	electron carrier activity
default-0_rep_c83867|m.55946	GO:0008199	ferric iron binding
default-0_c36754|m.25877	GO:0016491	oxidoreductase activity
default-0_c74386|m.50046	GO:0016773	phosphotransferase activity, alcohol group as acceptor
default-0_c74386|m.50046	GO:0016301	kinase activity
default-0_c74386|m.50046	GO:0005524	ATP binding
default-0_c80025|m.53792	GO:0005515	protein binding
default-0_rep_c46468|m.32186	GO:0046872	metal ion binding
default-0_rep_c59075|m.40516	GO:0003735	structural constituent of ribosome
default-0_rep_c66844|m.45191	GO:0003735	structural constituent of ribosome
default-0_rep_c22579|m.17549	GO:0003735	structural constituent of ribosome
default-0_rep_c62453|m.42616	GO:0016787	hydrolase activity
default-0_rep_c60583|m.41502	GO:0010181	FMN binding
default-0_rep_c60583|m.41502	GO:0016491	oxidoreductase activity
default-0_rep_c28534|m.21370	GO:0008270	zinc ion binding
default-0_rep_c28534|m.21370	GO:0005515	protein binding
default-0_c29937|m.22230	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity
default-0_rep_c97924|m.62339	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c97924|m.62339	GO:0003676	nucleic acid binding
default-0_rep_c61230|m.41875	GO:0003735	structural constituent of ribosome
default-0_rep_c61230|m.41874	GO:0003735	structural constituent of ribosome
default-0_c40274|m.27877	GO:0004385	guanylate kinase activity
default-0_rep_c53668|m.36871	GO:0005524	ATP binding
default-0_rep_c52734|m.36229	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c55739|m.38343	GO:0003735	structural constituent of ribosome
default-0_rep_c47189|m.32702	GO:0003735	structural constituent of ribosome
default-0_c3008|m.2636	GO:0000339	RNA cap binding
default-0_c3008|m.2636	GO:0003676	nucleic acid binding
default-0_c3008|m.2636	GO:0000166	nucleotide binding
default-0_rep_c27955|m.21023	GO:0008408	3'-5' exonuclease activity
default-0_rep_c27955|m.21023	GO:0003676	nucleic acid binding
default-0_rep_c24709|m.18993	GO:0019904	protein domain specific binding
default-0_rep_c45696|m.31684	GO:0005515	protein binding
default-0_rep_c111697|m.69030	GO:0016746	transferase activity, transferring acyl groups
default-0_rep_c42302|m.29081	GO:0003700	transcription factor activity, sequence-specific DNA binding
default-0_rep_c42302|m.29081	GO:0043565	sequence-specific DNA binding
default-0_rep_c44899|m.31100	GO:0009055	electron carrier activity
default-0_rep_c16834|m.13462	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_rep_c54383|m.37334	GO:0003735	structural constituent of ribosome
default-0_rep_c54158|m.37191	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_c49724|m.34444	GO:0003677	DNA binding
default-0_rep_c68124|m.45790	GO:0004013	adenosylhomocysteinase activity
default-0_c94133|m.60738	GO:0016491	oxidoreductase activity
default-0_c94133|m.60738	GO:0009055	electron carrier activity
default-0_dn_rep_c52507|m.36115	GO:0046961	proton-transporting ATPase activity, rotational mechanism
default-0_dn_rep_c52507|m.36115	GO:0005524	ATP binding
default-0_dn_rep_c52507|m.36115	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
default-0_rep_c6661|m.5772	GO:0008017	microtubule binding
default-0_rep_c52796|m.36277	GO:0005506	iron ion binding
default-0_rep_c52796|m.36277	GO:0016491	oxidoreductase activity
default-0_rep_c58016|m.39852	GO:0005525	GTP binding
default-0_rep_c4774|m.4217	GO:0003735	structural constituent of ribosome
default-0_rep_c4774|m.4217	GO:0005515	protein binding
default-0_c86712|m.57445	GO:0005515	protein binding
default-0_c38531|m.26872	GO:0008270	zinc ion binding
default-0_rep_c58698|m.40259	GO:0003735	structural constituent of ribosome
default-0_rep_c34096|m.24450	GO:0008378	galactosyltransferase activity
default-0_rep_c34096|m.24450	GO:0030246	carbohydrate binding
default-0_rep_c48335|m.33485	GO:0008270	zinc ion binding
default-0_rep_c48335|m.33485	GO:0016491	oxidoreductase activity
default-0_rep_c48195|m.33384	GO:0016491	oxidoreductase activity
default-0_rep_c60670|m.41561	GO:0008289	lipid binding
default-0_rep_c81266|m.54518	GO:0005524	ATP binding
default-0_rep_c81266|m.54518	GO:0004672	protein kinase activity
default-0_rep_c31748|m.23199	GO:0015079	potassium ion transmembrane transporter activity
default-0_rep_c110756|m.68593	GO:0000166	nucleotide binding
default-0_rep_c25465|m.19515	GO:0005515	protein binding
default-0_rep_c68492|m.45961	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c116515|m.71580	GO:0003824	catalytic activity
default-0_rep_c116515|m.71580	GO:0004332	fructose-bisphosphate aldolase activity
default-0_rep_c47802|m.33113	GO:0003924	GTPase activity
default-0_rep_c47802|m.33113	GO:0005525	GTP binding
default-0_c11841|m.9794	GO:0004075	biotin carboxylase activity
default-0_c11841|m.9794	GO:0046872	metal ion binding
default-0_c11841|m.9794	GO:0005524	ATP binding
default-0_rep_c18987|m.15022	GO:0004175	endopeptidase activity
default-0_rep_c18987|m.15022	GO:0004298	threonine-type endopeptidase activity
default-0_c7832|m.6707	GO:0004402	histone acetyltransferase activity
default-0_c7832|m.6707	GO:0003712	transcription cofactor activity
default-0_c7832|m.6707	GO:0008270	zinc ion binding
default-0_dn_rep_c38461|m.26838	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c60667|m.41560	GO:0005524	ATP binding
default-0_rep_c3876|m.3390	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
default-0_rep_c45521|m.31571	GO:0030234	enzyme regulator activity
default-0_rep_c45521|m.31571	GO:0005515	protein binding
default-0_rep_c2193|m.1909	GO:0003677	DNA binding
default-0_rep_c2193|m.1909	GO:0046982	protein heterodimerization activity
default-0_rep_c116354|m.71515	GO:0051087	chaperone binding
default-0_rep_c116354|m.71515	GO:0001671	ATPase activator activity
default-0_dn_rep_c26286|m.20030	GO:0019843	rRNA binding
default-0_dn_rep_c26286|m.20030	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c26286|m.20030	GO:0003723	RNA binding
default-0_c92165|m.59872	GO:0005215	transporter activity
default-0_rep_c3944|m.3458	GO:0051082	unfolded protein binding
default-0_rep_c3944|m.3458	GO:0005524	ATP binding
default-0_rep_c68653|m.46054	GO:0046982	protein heterodimerization activity
default-0_rep_c68653|m.46054	GO:0003677	DNA binding
default-0_rep_c101437|m.63745	GO:0003824	catalytic activity
default-0_rep_c101437|m.63745	GO:0050662	coenzyme binding
default-0_rep_c74119|m.49855	GO:0003824	catalytic activity
default-0_rep_c74119|m.49855	GO:0030170	pyridoxal phosphate binding
default-0_rep_c64490|m.43824	GO:0004713	protein tyrosine kinase activity
default-0_rep_c64490|m.43824	GO:0005524	ATP binding
